# IATA	 FR Name / Nom FR	 EN name / Nom EN	 Province	 AUTO/MAN	Latitude	Longitude	 Elevation (m)	 # ICAO	# WMO	# Climate / Climat	DST Time Zone / Fuseau horaire été	 STD Time Zone / Fuseau horaire heure normale
L1C	PA - Toronto (Hyundai)	TORONTO (Hyundai)	ON	Auto	43.7	-79.45	183.0	CL1C	0	6156177	EDT	EST
L1D	PA - TORONTO (NORTH YORK)	TORONTO (NORTH YORK)	ON	Auto	43.716667	-79.466667	184.0	CL1D	0	6156168	EDT	EST
L1E	PA - DOWNSVIEW PARK	DOWNSVIEW PARK	ON	Auto	43.75	-79.483333	199.0	CL1E	0	6156161	EDT	EST
L1F	PA - CONCORD (RYDER)	CONCORD (RYDER)	ON	Auto	43.816667	-79.516667	212.0	CL1F	0	6156160	EDT	EST
L2A	PA -SCARBOROUGH (TORONTO HUNT)	SCARBOROUGH (TORONTO HUNT)	ON	Auto	43.683333	-79.266667	134.0	CL2A	0	6156172	EDT	EST
L2F	PA - MARKHAM (NORTH TOYOTA)	MARKHAM (NORTH TOYOTA)	ON	Auto	43.816667	-79.35	190.0	CL2F	0	6156165	EDT	EST
L3A	PA - AJAX (WATER SUPPLY)	AJAX (WATER SUPPLY)	ON	Auto	43.816667	-79.0	89.0	CL3A	0	6156155	EDT	EST
L3B	PA - AJAX (VILLAGE CHRYSLER)	AJAX (VILLAGE CHRYSLER)	ON	Auto	43.833333	-79.033333	112.0	CL3B	0	6156153	EDT	EST
L3C	PA - AJAX PAN AM BALL PARK	AJAX PAN AM BALL PARK	ON	Auto	43.866667	-79.033333	109.0	CL3C	0	6156150	EDT	EST
L3D	PA - AJAX (WINTERMERE SOD)	AJAX (WINTERMERE SOD)	ON	Auto	43.9	-79.033333	126.0	CL3D	0	6156154	EDT	EST
L3E	PA - AJAX (PAO TAU)	AJAX (PAO TAU)	ON	Auto	43.9	-79.05	171.0	CL3E	0	6156152	EDT	EST
L3F	PA -CLAREMONT (SILO FARM)	CLAREMONT (SILO FARM)	ON	Auto	44.0	-79.1	260.0	CL3F	0	6156158	EDT	EST
L3G	PA -UXBRIDGE (TARIS)	UXBRIDGE (TARIS)	ON	Auto	44.05	-79.116667	362.0	CL3G	0	6156182	EDT	EST
L3I	PA -UDORA (STRONG)	UDORA (STRONG)	ON	Auto	44.25	-79.2	261.0	CL3I	0	6116200	EDT	EST
L5A	PA - STONEY CREEK CARDINAL	STONEY CREEK CARDINAL	ON	Auto	43.216667	-79.75	94.0	CL5A	0	6156174	EDT	EST
L5B	PA - WINONA (VINE ESTATES)	WINONA (VINE ESTATES)	ON	Auto	43.216667	-79.683333	99.0	CL5B	0	6136308	EDT	EST
L6A	PA - WAINFLEET (SKYDIVE)	WAINFLEET (SKYDIVE)	ON	Auto	42.883333	-79.35	182.0	CL6A	0	6136303	EDT	EST
L6B	PA - VINELAND (STONEY RIDGE)	VINELAND (STONEY RIDGE)	ON	Auto	43.15	-79.383333	95.0	CL6B	0	6136300	EDT	EST
A0T	PA ATMOS FENWICK	FENWICK	ON	Auto	43.05	-79.366667	193.0	CA0T	0	6136285	EDT	EST
A1T	PA ATMOS ERIN	ERIN	ON	Auto	43.833333	-80.116667	470.0	CA1T	0	6156133	EDT	EST
A2T	PA ATMOS VAUGHAN	VAUGHAN	ON	Auto	43.866667	-79.533333	254.0	CA2T	0	6156138	EDT	EST
A3T	PA ATMOS CLAREMONT	CLAREMONT	ON	Auto	43.933333	-79.083333	167.0	CA3T	0	6156132	EDT	EST
A4T	PA ATMOS BRAMPTON	BRAMPTON	ON	Auto	43.783333	-79.766667	246.0	CA4T	0	6156130	EDT	EST
A5T	PA ATMOS NORVAL	NORVAL	ON	Auto	43.616667	-79.833333	240.0	CA5T	0	6156137	EDT	EST
A6T	PA ATMOS NORTH YORK	NORTH YORK	ON	Auto	43.75	-79.316667	178.0	CA6T	0	6156136	EDT	EST
A7T	PA ATMOS CAMPBELLVILLE	CAMPBELLVILLE	ON	Auto	43.45	-80.016667	315.0	CA7T	0	6156131	EDT	EST
A8T	PA ATMOS MISSISSAUGA	MISSISSAUGA	ON	Auto	43.533333	-79.65	141.0	CA8T	0	6156135	EDT	EST
A9T	PA ATMOS HAMILTON	HAMILTON	ON	Auto	43.2	-79.833333	198.0	CA9T	0	6156134	EDT	EST
PLV	Slave Lake Alberta	Slave Lake Alberta	AB	Auto	55.293056	-114.777222	582.78	CPLV	71069	3066002	MDT	MST
XEC	Edmonton Municipal CS	Edmonton Municipal CS	AB	Auto	53.573058	-113.516669	671	CXEC	71157	3012209	MDT	MST
PSQ	Sweetgrass Landing	Sweetgrass Landing	AB	Auto	58.852889	-111.997	212	CPSQ		3076330	MDT	MST
PYT	Youngstown AGCM	Youngstown AGCM	AB	Auto	51.490557	-111.223613	800	CPYT		3017705	MDT	MST
PLZ	Lodge Creek	Lodge Creek	AB	Auto	49.45771	-110.3412	1068	CPLZ		3023900	MDT	MST
PCP			AB	Auto	58.767222	-111.117222	238	CPCP		3072662	MDT	MST
PFF	Finnegan AGCM	Finnegan AGCM	AB	Auto	51.05319	-112.09737	748	CPFF		3022650	MDT	MST
PBM	Beaver Mines	Beaver Mines	AB	Auto	49.467917	-114.175	1257	CPBM	71304	3050602	MDT	MST
PCL	Cabin Lake	Cabin Lake	AB	Auto	51.023612	-111.221391	734	CPCL		3021000	MDT	MST
PXZ	Lethbridge Agtech AGCM	Lethbridge Agtech AGCM	AB	Auto	49.647222	-112.7625	0	CPXZ		3033877	MDT	MST
XAF	Abee	Abee	AB	Auto	54.283333	-112.966667	664	CXAF	71285	3010010	MDT	MST
PAC	Acadia Valley	Acadia Valley	AB	Auto	51.066136	-110.316969	735	CPAC	71048	3020035	MDT	MST
PAH	Albert Hall	Albert Hall	AB	Auto	53.113334	-111.181113	658	CPAH	71005	3010060	MDT	MST
PAA	Alliance	Alliance	AB	Auto	52.31528	-111.778613	737	CPAA	71006	3010162	MDT	MST
XAG	Andrew	Andrew	AB	Auto	53.916944	-112.279167	625	CXAG	71286	3010237	MDT	MST
YMM	Fort McMurray Airport	Aéroport de Fort McMurray	AB	Auto	56.653333	-111.223333	369.1	CYMM	71689	3062697	MDT	MST
PAF	Athabasca	Athabasca	AB	Auto	54.634723	-113.381947	635	CPAF	71271	3060330	MDT	MST
PAT	Atlee	Atlee	AB	Auto	50.810019	-111.005564	795	CPAT	71986	3020405	MDT	MST
XAJ	Atmore	Atmore	AB	Auto	54.781667	-112.825	574	CXAJ	71287	3060406	MDT	MST
PAZ	Azure	Azure	AB	Auto	50.511944	-114.013061	1143	CPAZ	71981	3030450	MDT	MST
PBC	Ballater	Ballater	AB	Auto	55.576944	-117.235556	560	CPBC		3070495	MDT	MST
WZG	Banff	Banff	AB	Auto	51.193358	-115.552236	1396.9	CWZG	71122	3050519	MDT	MST
XBW	Barnwell	Barnwell	AB	Auto	49.8	-112.3	824.24	CXBW	71346	3030525	MDT	MST
PBA	Barons	Barons	AB	Auto	50.025836	-113.224447	967	CPBA	71007	3030529	MDT	MST
XBD	Barrhead	Barrhead	AB	Auto	54.094722	-114.4475	648	CXBD	71061	3060535	MDT	MST
PBS	Bassano	Bassano	AB	Auto	50.892501	-112.465002	807	CPBS	71008	3030540	MDT	MST
WBM	Beaverlodge	Beaverlodge	AB	Auto	55.196667	-119.396414	745	CWBM	71230	3070600	MDT	MST
PBE	Beiseker	Beiseker	AB	Auto	51.378613	-113.357223	896	CPBE	71009	3020610	MDT	MST
PBL	Bellshill	Bellshill	AB	Auto	52.582224	-111.46528	721	CPBL	71010	3010650	MDT	MST
PBV	Big Valley	Big Valley	AB	Auto	51.997779	-112.802502	870	CPBV	71011	3020679	MDT	MST
PBD	Black Diamond	Black Diamond	AB	Auto	50.706669	-114.151667	1156	CPBD	71982	3030680	MDT	MST
PXC	Blackie	Blackie	AB	Auto	50.545579	-113.640278	1019	CPXC		3030690	MDT	MST
PBT	Blood Tribe	Blood Tribe	AB	Auto	49.566667	-113.05	980	CPBT	71517	3030720	MDT	MST
XBA	Bodo	Bodo	AB	Auto	52.124168	-110.101391	687	CXBA	71214	3010730	MDT	MST
PXL	Bow Island	Bow Island	AB	Auto	49.866667	-111.383333	799	CPXL	71519	3030772	MDT	MST
WXL	Bow Island Climat	Bow Island Climate	AB	Auto	49.734186	-111.450278	816.6	CWXL	71231	3030768	MDT	MST
WXA	Bow Valley	Bow Valley	AB	Auto	51.083333	-115.066667	1297.5	CWXA	71232	3050778	MDT	MST
WOV	Breton	Breton	AB	Auto	53.089444	-114.440833	851.5	CWOV	71233	3010816	MDT	MST
XBR	Brocket	Brocket	AB	Auto	49.616667	-113.816667	1072.73	CXBR	71341	3030830	MDT	MST
WBO	Brooks	Brooks	AB	Auto	50.555297	-111.848897	747	CWBO	71457	3030QLP	MDT	MST
PBN	Brownvale	Brownvale	AB	Auto	56.117778	-117.886391	748	CPBN	71283	3070800	MDT	MST
PXB	Buffalo	Buffalo	AB	Auto	50.7981	-110.68558	723	CPXB		3020950	MDT	MST
PBU	Bull Springs Coulée	Bull Springs Coulée	AB	Auto	50.33947	-110.4841	780	CPBU		3030879	MDT	MST
PBB	Busby	Busby	AB	Auto	53.930835	-113.921667	714	CPBB	71284	3010979	MDT	MST
YOD	BFC Cold Lake	CFB Cold Lake	AB	Manned	54.416667	-110.283333	541	CYOD	71120	3081680	MDT	MST
YED	BFC Edmonton	CFB Edmonton	AB	Auto	53.666667	-113.466667	687.93	CYED	71121	3012212	MDT	MST
YED	BFC Edmonton	CFB Edmonton	AB	Manned	53.666667	-113.466667	687.9	CYED	71121	3012210	MDT	MST
YSD	BFC Suffield	CFB Suffield	AB	Manned	50.266667	-111.183333	769.6	CYSD	71128	3036240	MDT	MST
ZWN	BFC Wainwright	CFB Wainwright	AB	Auto	52.829446	-111.095557	686.25	CZWN	71118	301S001	MDT	MST
PCA	Cadogan	Cadogan	AB	Auto	52.334169	-110.510001	690	CPCA	71012	3010992	MDT	MST
PCI	Calgary	Calgary	AB	Auto	51.108633	-114.014444	1081	CPCI	71393	3031094	MDT	MST
YYC	Aéroport int. de Calgary	Calgary Int'l Airport	AB	Manned	51.113889	-114.02	1084.1	CYYC	71877	3031092	MDT	MST
PZC	Campsie	Campsie	AB	Auto	54.130567	-111.677515	647	CPZC	71636	3061201	MDT	MST
WRV	Camrose	Camrose	AB	Auto	53.034722	-112.814167	739	CWRV	71254	3011240	MDT	MST
WDU	Parc Olympique Canada	Canada Olympic Park	AB	Auto	51.076117	-114.222247	1235	CWDU	71235	3031875	MDT	MST
WFJ	Cardston	Cardston	AB	Auto	49.200575	-113.285839	1136	CWFJ	71153	3031322	MDT	MST
PCY	Carway	Carway	AB	Auto	49.000556	-113.376111	1354	CPCY	71488	3031402	MDT	MST
PCE	Cereal	Cereal	AB	Auto	51.2758	-110.8244	753	CPCE		3021463	MDT	MST
XCP	Champion	Champion	AB	Auto	50.281945	-113.350278	1006	CXCP	71217	3031480	MDT	MST
WDK	Claresholm	Claresholm	AB	Auto	50.003631	-113.638636	1009	CWDK	71234	3031640	MDT	MST
PCS	Clear Hills	Clear Hills	AB	Auto	56.528905	-117.933352	672	CPCS		3071661	MDT	MST
XCD	Cleardale	Cleardale	AB	Auto	56.314447	-119.745	630	CXCD	71221	3074935	MDT	MST
XCS	Consort	Consort	AB	Auto	51.936947	-110.713056	772	CXCS	71223	3011815	MDT	MST
WCT	Coronation	Coronation	AB	Auto	52.074167	-111.449444	791	CWCT	71318	3011887	MDT	MST
PCM	Craigmyle	Craigmyle	AB	Auto	51.775	-112.252223	845	CPCM	71013	3021912	MDT	MST
PCC	Crestomere	Crestomere	AB	Auto	52.732779	-113.90278	855	CPCC	71380	3011892	MDT	MST
WRT	Crowsnest	Crowsnest	AB	Auto	49.627525	-114.48195	1303	CWRT	71236	3051R4R	MDT	MST
XDP	Dapp	Dapp	AB	Auto	54.316667	-113.95	614.2	CXDP	71340	3061975	MDT	MST
PDO	Deadwood	Deadwood	AB	Auto	56.715289	-117.54335	551	CPDO		3071957	MDT	MST
XDB	Del Bonita	Del Bonita	AB	Auto	49.05	-112.816667	1310	CXDB	71224	3042045	MDT	MST
PDA	Delburne	Delburne	AB	Auto	52.182779	-113.175557	889	CPDA	71014	3012050	MDT	MST
PDB	Dewberry	Dewberry	AB	Auto	53.659169	-110.587502	616	CPDB	71359	3012073	MDT	MST
WDZ	Drumheller	Drumheller	AB	Auto	51.445278	-112.676667	678.2	CWDZ	71237	30221LG	MDT	MST
PDU	Dupre	Dupre	AB	Auto	54.366946	-110.867779	556	CPDU	71414	3081690	MDT	MST
PEL	Eaglesham	Eaglesham	AB	Auto	55.808056	-117.886667	563	CPEL	71461	3072151	MDT	MST
PEA	Edgerton	Edgerton	AB	Auto	52.777778	-110.432778	649	CPEA	71360	3012192	MDT	MST
XEG	Edmonton	Edmonton	AB	Auto	53.306667	-113.605836	715	CXEG	71155	3012206	MDT	MST
YXD	Aéroport du centre-ville d'Edmonton	Edmonton City Centre Airport	AB	Auto	53.571944	-113.519444	671.4	CYXD	71879	3012202	MDT	MST
YEG	Aéroport int. d'Edmonton	Edmonton Int'l Airport	AB	Manned	53.31	-113.579444	723.3	CYEG	71123	3012216	MDT	MST
ZZJ	Edson	Edson	AB	Auto	53.58028	-116.453335	927	CZZJ	71156	3062246	MDT	MST
YET	Aéroport d'Edson	Edson Airport	AB	Auto	53.578889	-116.465	926.9	CYET	71167	3062239	MDT	MST
XEL	Egg Island	Egg Island	AB	Auto	58.981408	-110.439462	214.9	CXEL	71404	3072246	MDT	MST
WFE	Parc national d'Elk Island	Elk Island National Park	AB	Auto	53.682778	-112.868056	716.2	CWFE	71238	3012275	MDT	MST
PEH	Enchant	Enchant	AB	Auto	50.183333	-112.433333	801	CPEH	71518	3032422	MDT	MST
WGY	Esther	Esther	AB	Auto	51.669742	-110.206136	707	CWGY	71240	301B460	MDT	MST
PET	Etzicom	Etzicom	AB	Auto	49.552778	-111.054169	845	CPET	71409	3032450	MDT	MST
PEB	Evansburg	Evansburg	AB	Auto	53.573057	-115.123611	819	CPEB	71481	3062475	MDT	MST
XFR	Fairview	Fairview	AB	Auto	56.081391	-118.439446	654.55	CXFR	71347	3072525	MDT	MST
PFA	Ferintosh	Ferintosh	AB	Auto	52.743614	-112.85778	795	CPFA	71673	3012590	MDT	MST
PFI	Fincastle	Fincastle	AB	Auto	49.8	-112.033333	833	CPFI	71535	3032550	MDT	MST
PFE	Fleet	Fleet	AB	Auto	52.040836	-111.813057	823	CPFE		3012635	MDT	MST
XFM	Foremost	Foremost	AB	Auto	49.483334	-111.486111	881	CXFM	71225	3032642	MDT	MST
PFO	Forestburg	Forestburg	AB	Auto	52.548335	-112.123334	721	CPFO	71674	3012653	MDT	MST
PFB	Fort Assiniboine	Fort Assiniboine	AB	Auto	54.410279	-114.769168	676	CPFB	71483	3062660	MDT	MST
PCH	Fort Chipewyan	Fort Chipewyan	AB	Auto	58.767222	-111.117222	238	CPCH	71056	3072659	MDT	MST
YPY	Aéroport de Fort Chipewyan	Fort Chipewyan Airport	AB	Auto	58.767222	-111.117222	238	CYPY	71305	3072655	MDT	MST
PFM	Fort Macleod	Fort Macleod	AB	Auto	49.785833	-113.379447	978	CPFM	71789	3032683	MDT	MST
XMM	Fort McMurray	Fort McMurray	AB	Auto	56.651111	-111.213333	368.8	CXMM	71585	3062696	MDT	MST
XFV	Fort Vermilion	Fort Vermilion	AB	Auto	58.382306	-116.040167	289	CXFV	71024	3072723	MDT	MST
WGF	Garden River	Garden River	AB	Auto	58.710833	-113.866472	240.8	CWGF	71253	307KPFP	MDT	MST
PGE	Gilt Edge North	Gilt Edge North	AB	Auto	53.070835	-110.620836	647	CPGE	71791	3012790	MDT	MST
PGT	Gladstone	Gladstone	AB	Auto	52.987248	-112.278082	704	CPGT		3012810	MDT	MST
PGI	Gleichen	Gleichen	AB	Auto	50.934446	-112.940558	907	CPGI	71498	3032801	MDT	MST
PGC	Glenevis	Glenevis	AB	Auto	53.832502	-114.53889	670	CPGC	71500	3012818	MDT	MST
PGB	Gooseberry Lake	Gooseberry Lake	AB	Auto	52.113056	-110.8025	740	CPGB		3012871	MDT	MST
YQU	Aéroport de Grande Prairie	Grande Prairie Airport	AB	Manned	55.18	-118.884722	669	CYQU	71940	3072921	MDT	MST
PGL	Grassy Lake	Grassy Lake	AB	Auto	49.873611	-111.732778	783	CPGL	71788	3032927	MDT	MST
PHA	Halkirk	Halkirk	AB	Auto	52.116391	-112.164167	843	CPHA	71792	3012999	MDT	MST
PXH	Hand Hills	Hand Hills	AB	Auto	51.4525	-112.1352	941	CPXH		3022990	MDT	MST
PHW	Hawk Hills	Hawk Hills	AB	Auto	57.264722	-117.297502	455	CPHW	71507	3073071	MDT	MST
PHE	Hemaruka	Hemaruka	AB	Auto	51.779724	-111.211946	780	CPHE	71793	3013140	MDT	MST
WPA	Hendrickson Creek	Hendrickson Creek	AB	Auto	53.795	-118.446668	1448	CWPA	71979	3063135	MDT	MST
PHR	Hespero	Hespero	AB	Auto	52.310002	-114.485834	965	CPHR	71540	3023200	MDT	MST
YOJ	Aéroport de High Level	High Level Airport	AB	Manned	58.621667	-117.164722	338	CYOJ		3073141	MDT	MST
YOJ	Aéroport de High Level	High Level Airport	AB	Auto	58.621667	-117.164722	338.02	CYOJ	71066	3073140	MDT	MST
XHP	High Prairie	High Prairie	AB	Auto	55.395834	-116.479447	601.7	CXHP	71226	3063165	MDT	MST
XHD	Holden	Holden	AB	Auto	53.185003	-112.246112	688	CXHD	71227	3013340	MDT	MST
PHU	Hughenden	Hughenden	AB	Auto	52.578057	-110.783612	703	CPHU	71794	3013362	MDT	MST
XHR	Hussar	Hussar	AB	Auto	51.183333	-112.5	971.21	CXHR	71344	3023402	MDT	MST
PIR	Iron Springs	Iron Springs	AB	Auto	49.9	-112.733333	858	CPIR	71528	3033498	MDT	MST
PIA	Irvine	Irvine	AB	Auto	49.989169	-110.261391	795	CPIA	71795	3033550	MDT	MST
WJW	Poste de garde de Jasper	Jasper Warden Station	AB	Auto	52.926389	-118.029722	1020	CWJW	71486	3053536	MDT	MST
PJT	Jean CÃ´té	Jean CÃ´té	AB	Auto	55.912779	-117.119724	638	CPJT	71541	3073535	MDT	MST
PKG	Keg River	Keg River	AB	Auto	57.7875	-117.676667	408	CPKG		3073644	MDT	MST
PKO	Keoma	Keoma	AB	Auto	51.19056	-113.63056	945	CPKO		3033620	MDT	MST
PKA	Kessler	Kessler	AB	Auto	52.290278	-111.113057	720	CPKA	71796	3013644	MDT	MST
XKM	Killam	Killam	AB	Auto	52.8475	-111.871944	674.5	CXKM	71228	3013640	MDT	MST
PKR	Kinsella	Kinsella	AB	Auto	53.046944	-111.5475	701	CPKR		3013647	MDT	MST
PZK	Kirriemuir	Kirriemuir	AB	Auto	51.913078	-110.358915	711	CPZK		3023660	MDT	MST
PKI	Kitscoty	Kitscoty	AB	Auto	53.353335	-110.416112	664	CPKI	71797	3013660	MDT	MST
PLC	La Crete	La Crete	AB	Auto	58.171947	-116.342778	323	CPLC	71542	3073730	MDT	MST
PLG	La Glace	La Glace	AB	Auto	55.421945	-119.254723	760	CPLG	71543	3073740	MDT	MST
WLB	Lac La Biche	Lac La Biche	AB	Auto	54.768889	-112.023611	567	CWLB	71316	3063686	MDT	MST
WQQ	Lacombe AAC	Lacombe AAFC	AB	Auto	52.448891	-113.755835	860	CWQQ	71242	3023722	MDT	MST
PZL	Lathom	Lathom	AB	Auto	50.60029	-112.298903	810	CPZL		3033770	MDT	MST
NLD	Leedale	Leedale	AB	Auto	52.553056	-114.4725	947	CNLD	71565	3023740	MDT	MST
PLF	Legal	Legal	AB	Auto	54.003056	-113.474445	680	CPLF	71544	3013790	MDT	MST
PQL	Lethbridge	Lethbridge	AB	Auto	49.683333	-112.75	903	CPQL	71509	3033897	MDT	MST
WQL	Lethbridge AAC	Lethbridge AAFC	AB	Auto	49.695	-112.7675	910	CWQL	71243	3033890	MDT	MST
YQL	Aéroport de Lethbridge	Lethbridge Airport	AB	Manned	49.630278	-112.799722	929	CYQL		3033881	MDT	MST
YQL	Aéroport de Lethbridge	Lethbridge Airport	AB	Auto	49.630278	-112.798889	929	CYQL	71267	3033875	MDT	MST
NLB	Lindbergh	Lindbergh	AB	Auto	53.942778	-110.578889	630	CNLB	71567	3013921	MDT	MST
PLA	Linden	Linden	AB	Auto	51.618891	-113.655558	914	CPLA	71035	3023850	MDT	MST
YLL	Aéroport de Lloydminster	Lloydminster Airport	AB	Manned	53.310556	-110.074167	668.7	CYLL		3013958	MDT	MST
YLL	Aéroport de Lloydminster	Lloydminster Airport	AB	Auto	53.309167	-110.0725	668.7	CYLL	71871	3013959	MDT	MST
XMG	Manning	Manning	AB	Auto	56.973889	-117.450834	457	CXMG	71229	3074190	MDT	MST
PMA	Mannville	Mannville	AB	Auto	53.455557	-111.25528	656	CPMA	71047	3014195	MDT	MST
PMB	Manyberries	Manyberries	AB	Auto	49.363889	-110.678057	927	CPMB	71051	3044203	MDT	MST
XMN	Masinasin	Masinasin	AB	Auto	49.136679	-111.65169	947.9	CXMN	71345	3044232	MDT	MST
XMW	Medicine Hat	Medicine Hat	AB	Auto	50.025111	-110.71725	715	CXMW	71026	3034485	MDT	MST
YXH	Aéroport de Medicine Hat	Medicine Hat Airport	AB	Manned	50.018889	-110.720833	716.9	CYXH		3034481	MDT	MST
YXH	Aéroport de Medicine Hat	Medicine Hat Airport	AB	Auto	50.018889	-110.720833	716.9	CYXH	71247	3034479	MDT	MST
WMX	Mildred Lake	Mildred Lake	AB	Auto	57.041111	-111.558889	310	CWMX	71255	3064528	MDT	MST
WRY	Milk River	Milk River	AB	Auto	49.133333	-112.05	1050	CWRY	71244	3044533	MDT	MST
PRR	Milk River Ridge Reservoir	Milk River Ridge Reservoir	AB	Auto	49.283889	-112.538333	1305	CPRR	71015	3044545	MDT	MST
XMO	Morrin	Morrin	AB	Auto	51.660278	-112.675	836	CXMO	71257	3024668	MDT	MST
PML	Mossleigh	Mossleigh	AB	Auto	50.672501	-113.348613	965	CPML	71057	3034577	MDT	MST
ZMU	Mundare	Mundare	AB	Auto	53.566667	-112.3	683	CZMU	71354	3014665	MDT	MST
PMN	Myrnam	Myrnam	AB	Auto	53.720002	-111.114446	580	CPMN	71065	3014690	MDT	MST
WNR	Nakiska Ridgetop	Nakiska Ridgetop	AB	Auto	50.9425	-115.190278	2543	CWNR	71245	305MGFF	MDT	MST
NNR	Neir	Neir	AB	Auto	51.369444	-114.099167	1145	CNNR	71495	3034795	MDT	MST
PNS	New Serepta	New Serepta	AB	Auto	53.262225	-113.165002	765	CPNS	71067	3014795	MDT	MST
XND	Nordegg	Nordegg	AB	Auto	52.491969	-116.04	1332	CXND	71060	3054843	MDT	MST
XOL	Olds	Olds	AB	Auto	51.758611	-114.084722	1046	CXOL	71258	3024925	MDT	MST
ZOL	Oliver	Oliver	AB	Auto	53.65	-113.35	665	CZOL	71351	3014921	MDT	MST
WOE	Onefour AAC	Onefour AAFC	AB	Auto	49.116667	-110.466667	935	CWOE	71116	3044923	MDT	MST
XOY	Oyen	Oyen	AB	Auto	51.383333	-110.35	766.67	CXOY	71342	3024965	MDT	MST
PPL	Pakowki Lake	Pakowki Lake	AB	Auto	49.224724	-111.126113	915	CPPL	71070	3045000	MDT	MST
PPT	Patricia	Patricia	AB	Auto	50.74002	-111.621	726	CPPT		3025013	MDT	MST
YPE	Aéroport de Peace River	Peace River Airport	AB	Manned	56.227222	-117.448333	570.9	CYPE	71068	3075041	MDT	MST
NPK	Pekisko	Pekisko	AB	Auto	50.368335	-114.415556	1415	CNPK	71669	3055119	MDT	MST
XPA	Peoria	Peoria	AB	Auto	55.621113	-118.293056	621.21	CXPA	71348	3075160	MDT	MST
PCK	Pincher Creek	Pincher Creek	AB	Auto	49.521667	-114.004722	1190	CPCK	71736	3035208	MDT	MST
ZPC	Aéroport de Pincher Creek	Pincher Creek Airport	AB	Auto	49.520556	-113.997222	1189.6	CZPC	71085	3035198	MDT	MST
PZN	Pinhorn	Pinhorn	AB	Auto	49.028895	-111.025017	1061	CPZN		3045100	MDT	MST
XPL	Pollockville	Pollockville	AB	Auto	51.125278	-111.705278	750	CXPL	71259	3025243	MDT	MST
ZPS	Prentiss	Prentiss	AB	Auto	52.433333	-113.6	965	CZPS	71353	3025297	MDT	MST
PRD	Priddis Observatory	Priddis Observatory	AB	Auto	50.869167	-114.291667	1267	CPRD		3033505	MDT	MST
PQU	Queenstown	Queenstown	AB	Auto	50.597781	-112.803347	941	CPQU	71073	3035342	MDT	MST
PRW	Radway	Radway	AB	Auto	53.995001	-112.879167	625	CPRW	71545	3015346	MDT	MST
PXX	Ralston	Ralston	AB	Auto	50.0991	-111.21308	770	CPXX		3035362	MDT	MST
PNX	Ranfurly	Ranfurly	AB	Auto	53.424747	-111.725572	687	CPNX	71637	3015401	MDT	MST
PRY	Raymond	Raymond	AB	Auto	49.483333	-112.683333	937	CPRY	71536	3035422	MDT	MST
YQF	Aéroport Régional de Red Deer	Red Deer Regional Airport	AB	Manned	52.182222	-113.894444	904.6	CYQF	71878	3025481	MDT	MST
WRD	Red Earth	Red Earth	AB	Auto	56.551964	-115.277789	546	CWRD	71246	3075488	MDT	MST
PRS	Ribstone South	Ribstone South	AB	Auto	52.586945	-110.342779	644	CPRS	71089	3015480	MDT	MST
XRL	Rich Lake	Rich Lake	AB	Auto	54.5	-111.7	585	CXRL	71349	3065475	MDT	MST
PRA	Rivercourse	Rivercourse	AB	Auto	53.01889	-110.101945	669	CPRA	71102	3015501	MDT	MST
PKY	Rocky Lane	Rocky Lane	AB	Auto	58.451682	-116.48056	301	CPKY		3075550	MDT	MST
WRM	Rocky Mountain House	Rocky Mountain House	AB	Auto	52.421391	-114.912223	988.2	CWRM	71928	3015523	MDT	MST
PRH	Rolling Hills	Rolling Hills	AB	Auto	50.265002	-111.701111	645	CPRH	71105	3035530	MDT	MST
PRL	Rosalind	Rosalind	AB	Auto	52.78028	-112.427779	712	CPRL	71202	3015600	MDT	MST
PRO	Rosemary	Rosemary	AB	Auto	50.833333	-112.05	714	CPRO	71537	3035650	MDT	MST
PRF	Rycroft	Rycroft	AB	Auto	55.776668	-118.668056	575	CPRF	71546	3075601	MDT	MST
PSW	Savanna	Savanna	AB	Auto	56.076112	-119.344724	703	CPSW	71547	3075770	MDT	MST
XSC	Schuler	Schuler	AB	Auto	50.306944	-110.090556	800	CXSC	71269	3025768	MDT	MST
PSA	Sedalia	Sedalia	AB	Auto	51.59028	-110.754723	755	CPSA	71399	3015797	MDT	MST
PSV	Seven Persons	Seven Persons	AB	Auto	49.916667	-110.916667	766	CPSV	71525	3035845	MDT	MST
PXS	Sheerness	Sheerness	AB	Auto	51.46278	-111.6464	852	CPXS		3025890	MDT	MST
PSH	Shonts	Shonts	AB	Auto	53.3325	-112.539446	679	CPSH	71405	3015900	MDT	MST
PZH	Slave Lake	Slave Lake	AB	Auto	55.293056	-114.777222	582.8	CPZH	71693	3065997	MDT	MST
YZH	Aéroport de Slave Lake	Slave Lake Airport	AB	Auto	55.293056	-114.777222	582.8	CYZH	71369	3065995	MDT	MST
XSL	Smoky Lake	Smoky Lake	AB	Auto	54.2775	-112.499167	680	CXSL	71274	3016022	MDT	MST
PPN	Social Plains	Social Plains	AB	Auto	50.732	-110.2147	741	CPPN		3036040	MDT	MST
XSR	Spirit River	Spirit River	AB	Auto	55.694724	-119.230279	1015.28	CXSR	71571	3076069	MDT	MST
PSP	Spondin	Spondin	AB	Auto	51.815836	-111.682501	804	CPSP	71413	3016070	MDT	MST
YBW	Aéroport de Springbank	Springbank Airport	AB	Auto	51.105278	-114.371389	1200.9	CYBW		3031109	MDT	MST
